"1624006317261348864 2023-02-10 11:24:13 +0000 <jess_sosnoski> @CHRISsW0RLD @The_Trump_Train @dan_mcnichols @Atheen_ @thandar324 @V_Hawtmess1 @SheriCarter18 @DanielKlatt @NavinJohnson @tooosunny @StevieaB @jess_sosnoski @xephula @finaltelegraph @americadefiant #trump #freespeech #socialmedia #video #patriot Trump/patriot-friendly free speech social media &amp; video sites... -  https://t.co/zqpIQuTkmA
",Text,Positive Emojis,Negative Emojis,Sentiment Score,Sentiment
"1623423771829739522 2023-02-08 20:49:23 +0000 <MoreHumbleThanV> @may7world @mitchellvii @JesseBWatters @dbongino Trump is big pharma according to trump
",morehumblethanv trump is big pharma according to trump,0,0,0.0,neutral
"1624001093524152321 2023-02-10 11:03:27 +0000 <bragan463> @The_Trump_Train Come and take it!
",bragan come and take it,0,0,0.0,neutral
"1622992014362161152 2023-02-07 16:13:44 +0000 <billrundle> @DaysSince66 @therugbynetwork The All Blacks' top secret Stephen Donald strategy. The jersey didn't fit. I don't buy it. It was a rugby #psyop #followthemoney haha
",billrundle the all blacks top secret stephen donald strategy the jersey didnt fit i dont buy it it was a rugby psyop followthemoney haha,0,0,0.3999,positive
"1622909931794972672 2023-02-07 10:47:34 +0000 <ramonatotoki> @dgkendrick Gm Donald! Oh!!!! You read my soul ! Thank you 😊🥰🥰🥰
",ramonatotoki gm donald oh you read my soul thank you 😊🥰🥰🥰,1,0,1.3612,positive
"1622950415829696512 2023-02-07 13:28:26 +0000 <cjrhodes1121> This is today's Republican party. Imagine if Hillary Clinton did the same to Donald. It would be holy war.
",cjrhodes this is todays republican party imagine if hillary clinton did the same to donald it would be holy war,0,0,-0.296,negative
"1623379642106216448 2023-02-08 17:54:02 +0000 <Taostarseed1777> @jpaternotte Jullie hebben haar vermoord om de Demmink files dicht te houden, maar lukt je niet meer Trump heeft alle bewijs. D66 pedo partij is ten einde.
",taostarseed jullie hebben haar vermoord om de demmink files dicht te houden maar lukt je niet meer trump heeft alle bewijs d pedo partij is ten einde,0,0,0.0,neutral
"1623376029413941250 2023-02-08 17:39:40 +0000 <eswar_chandra> @speakertwitr @MatthewLauseng @jessicai917 @harryjsisson I highly doubt Trump knew so many words.
",eswarchandra i highly doubt trump knew so many words,0,0,-0.4201,negative
"1622981221700468736 2023-02-07 15:30:51 +0000 <Coach_NJohnston> @JackHammer_NFL Chris Jones is the best DT not named Aaron Donald .
",coachnjohnston chris jones is the best dt not named aaron donald,0,0,0.6369,positive
"1623291375528857603 2023-02-08 12:03:17 +0000 <USSD264> @The_Trump_Train  https://t.co/UJJdcg5mZY
",ussd,0,0,0.0,neutral
"1623673368854634497 2023-02-09 13:21:12 +0000 <EddyMaidique31> @ingridmorales06 @razapatac @mv_negra2 @AEnriquemichel1 @yamilaudio @lahijaderam @paredon_rosy2 @filomeno_trumps @ivanfsilva01 @franjesus1 @ahinamendez @franherr63 @FannyGuilarte @OrlandoBottini @Ma_Elisa_G Buenos días Ingrid, feliz jueves.
",eddymaidique buenos días ingrid feliz jueves,0,0,0.0,neutral
"1622920283546955777 2023-02-07 11:28:42 +0000 <Angulus> @Annesaurio Vale pero cuando ibais a un mundo con aliado a quién dejabais fuera del grupo, ¿a Donald o a Goofy?
",angulus vale pero cuando ibais a un mundo con aliado a quién dejabais fuera del grupo ¿a donald o a goofy,0,0,0.0,neutral
"1622949076885962752 2023-02-07 13:23:07 +0000 <CormanoSafadao> Retrogame Dicas: Donald Duck In Maui Mallard Mega  https://t.co/HWiDltABA6
",cormanosafadao retrogame dicas donald duck in maui mallard mega,0,0,0.0,neutral
"1623695826164895744 2023-02-09 14:50:26 +0000 <nerdy_reads> @tylerwwv @KellyK24601 I think most here are confusing. The democrats talk a good game but judging by their votes they actually do approve of people like Manchin . Capito and Justice. Plus we can't forget WV voted for old Dorito Chip Trump.
",nerdyreads i think most here are confusing the democrats talk a good game but judging by their votes they actually do approve of people like manchin capito and justice plus we cant forget wv voted for old dorito chip trump,0,0,0.8811,positive
"1623337658368901121 2023-02-08 15:07:12 +0000 <SheilaYates6140> @JRobFromMN At least Trump spoke the truth
",sheilayates at least trump spoke the truth,0,0,0.3182,positive
"1623350880685764608 2023-02-08 15:59:45 +0000 <DeniseF66979337> @dbongino Ok TRUMP LOVER! LMAO
",denisef ok trump lover lmao,0,0,0.872,positive
"1623691517931012104 2023-02-09 14:33:19 +0000 <LJ4854G> @GOP   Nobody will vote for a clown who cheats at golf- DUMP TRUMP- America is tired of his garbage!! I will no longer support him- MOVE ON!! @LJ4854G
",ljg nobody will vote for a clown who cheats at golf dump trump america is tired of his garbage i will no longer support him move on,0,0,-0.7783,negative
"1623696473866076160 2023-02-09 14:53:00 +0000 <drancher> Nikki Haley presidential run would sink DeSantis and hand Trump victory – poll  https://t.co/paVF0wsSx1
",drancher nikki haley presidential run would sink desantis and hand trump victory – poll,0,0,0.4939,positive
"1623313537090129921 2023-02-08 13:31:21 +0000 <StevenNewland6> @robreiner Thought the same thing when Pelosi did that when Trump did his State of the Union Address. With Biden isn't any success to applaud unless you live in China , Russia or the Ukraine. The three main countries that Biden supports but he always goes to the highest bidder.
",stevennewland thought the same thing when pelosi did that when trump did his state of the union address with biden isnt any success to applaud unless you live in china russia or the ukraine the three main countries that biden supports but he always goes to the highest bidder,0,0,0.1904,positive
"1623274779049447424 2023-02-08 10:57:20 +0000 <B75807113Sharon> @atensnut WHAT DAMN TRUMP STUFF. PLEASE
",bsharon what damn trump stuff please,0,0,-0.1027,negative
"1623313963038478338 2023-02-08 13:33:03 +0000 <Area51Field> Trump Sucks: How a Dominion Lawyer Became the Latest Battle in the Trump-DeSantis War  https://t.co/6lmco6xEXD
",areafield trump sucks how a dominion lawyer became the latest battle in the trumpdesantis war,0,0,-0.8402,negative
"1622959140124626945 2023-02-07 14:03:06 +0000 <VoiceDepression> In this week’s episode, Donald discusses the challenge of treating mental illness and substance abuse. Listen here:  https://t.co/3m6pBXl582.  #depression #mentalhealth #mentalillness #podcast #dualdiagnosis #substanceabuse  https://t.co/52A4RYIKaV
",voicedepression in this week’s episode donald discusses the challenge of treating mental illness and substance abuse listen here depression mentalhealth mentalillness podcast dualdiagnosis substanceabuse,0,0,-0.8834,negative
"1623311807786917888 2023-02-08 13:24:29 +0000 <sandycsltx> @thehill Meanwhile, “Trump Now Sharing Memes Accusing DeSantis of ‘Grooming High School Girls.” Magas, pick your side because you can’t have both. 🍿🥤
",sandycsltx meanwhile “trump now sharing memes accusing desantis of ‘grooming high school girls” magas pick your side because you can’t have both 🍿🥤,0,0,0.2732,positive
"1623998430719746048 2023-02-10 10:52:52 +0000 <progressivepush> The ‘rogue’ Trump-appointed judge with abortion pill’s future in his hands  https://t.co/0fbeV4lSL1
",progressivepush the ‘rogue’ trumpappointed judge with abortion pill’s future in his hands,0,0,0.0,neutral
"1623704737488019457 2023-02-09 15:25:51 +0000 <Ohnjaye4> Chrissy Teigen's Trump diss takes center stage at House hearing meant to discuss Hunter Biden  https://t.co/q2FDnfpMug via @nbcnews
",ohnjaye chrissy teigens trump diss takes center stage at house hearing meant to discuss hunter biden via,0,0,0.0,neutral
"1623299850275065858 2023-02-08 12:36:58 +0000 <SailerKevin> @robreiner Yeah, just like what Nancy Pelosi did to trump
",sailerkevin yeah just like what nancy pelosi did to trump,0,0,0.5719,positive
"1623435607270899713 2023-02-08 21:36:25 +0000 <fresh_guess> Donald Trump continues to improve his Republican nomination odds while DeSantis continues to stagnate  https://t.co/1ij7pM1cog
",freshguess donald trump continues to improve his republican nomination odds while desantis continues to stagnate,0,0,0.4404,positive
"1622927301049458693 2023-02-07 11:56:35 +0000 <andresmora03> Por eso Donald es mi personaje fav. ❤
",andresmora por eso donald es mi personaje fav ❤,0,0,0.4588,positive
"1623377619566661646 2023-02-08 17:46:00 +0000 <Jake21826440> @SpeakerMcCarthy And you shook George Santos’s hand????You apparently don’t know a liar from ?????  You had the same problem with trump.  Not sure you’re the guy for the job…GFY
",jake and you shook george santos’s handyou apparently don’t know a liar from you had the same problem with trump not sure you’re the guy for the job…gfy,0,0,-0.8106,negative
"1623295290039013376 2023-02-08 12:18:51 +0000 <SailerIII> @ChrisMurphyCT And your crew of white shirted members during trumps years?
",saileriii and your crew of white shirted members during trumps years,0,0,0.0,neutral
"1622931039122345985 2023-02-07 12:11:26 +0000 <997theboot> The Arkansas Department of Health will be holding a public meeting Tuesday evening at 5 at the Donald W. Reynolds Library Serving Baxter County.  https://t.co/xy3Nrezcsb
",theboot the arkansas department of health will be holding a public meeting tuesday evening at at the donald w reynolds library serving baxter county,0,0,0.0,neutral
"1623335512332173314 2023-02-08 14:58:40 +0000 <bluntdino62> @awakeandseeing Easier to give the names of the honorable ones, at least here. Washington Lincoln Grant Teddy Roosevelt  Reagan Trump. For the people!!!!
",bluntdino easier to give the names of the honorable ones at least here washington lincoln grant teddy roosevelt reagan trump for the people,0,0,0.8316,positive
"1622933834630062080 2023-02-07 12:22:33 +0000 <noah_zoey> @joshtpm More blood on Donald’s hands but by all means, don’t indict him, Merrick 🤦‍♀️
",noahzoey more blood on donald’s hands but by all means don’t indict him merrick 🤦‍♀️,0,0,0.0,neutral
"1623311598558347269 2023-02-08 13:23:39 +0000 <JasonFromTampa> @madtaffy1967 @SpeakerMcCarthy 8.2 trillion? Lol, you have been fact checked and to no surprise you are wrong. Obama raised the debt 8.6 trillion, Trump is not even in the top 5. You should hurry and delete this before other people see how uneducated you are.    https://t.co/Y0LAq8M1KU
",jasonfromtampa trillion lol you have been fact checked and to no surprise you are wrong obama raised the debt trillion trump is not even in the top you should hurry and delete this before other people see how uneducated you are,0,0,-0.2732,negative
"1623463660352856064 2023-02-08 23:27:53 +0000 <bushmoe69> @The_Trump_Train No
",bushmoe no,0,0,-0.296,negative
"1623372044548116483 2023-02-08 17:23:50 +0000 <bhandaman> @RepMTG First of all, they banned Trump on January 8, 2021, after the election, so I’m not sure how they interfered. Second, if they would’ve banned him before the election that probably would have actually helped him. Just saying.
",bhandaman first of all they banned trump on january after the election so i’m not sure how they interfered second if they would’ve banned him before the election that probably would have actually helped him just saying,0,0,-0.8034,negative
"1623344245787529217 2023-02-08 15:33:23 +0000 <TQM_CARE> Trump posts pics of DeSantis allegedly partying with high school girls  https://t.co/fKak3TWT8p via @MailOnline
",tqmcare trump posts pics of desantis allegedly partying with high school girls via,0,0,0.3818,positive
"1623632723792302081 2023-02-09 10:39:41 +0000 <RonaldDGetz1> @EndWokeness Really,  you mean, like when Pelosi ripped up Trumps SOTU speech
",ronalddgetz really you mean like when pelosi ripped up trumps sotu speech,0,0,0.4144,positive
"1624016832045654017 2023-02-10 12:06:00 +0000 <3dogdayz> Right-Wing Media Stars Begin Pushing Conspiracy That Dems Infected Trump  https://t.co/9NP5sNm9X6 via @thedailybeast
",dogdayz rightwing media stars begin pushing conspiracy that dems infected trump via,0,0,-0.765,negative
"1623350797613383687 2023-02-08 15:59:25 +0000 <alicjarom> @atensnut What is Trump’s reason for not coming back to Twitter? His voters are here, and, for those of us who do not want to go to Truth Social to hear what he has to say, it seems unfair. Is it just me?
",alicjarom what is trump’s reason for not coming back to twitter his voters are here and for those of us who do not want to go to truth social to hear what he has to say it seems unfair is it just me,0,0,-0.2551,negative
"1623329867541409792 2023-02-08 14:36:15 +0000 <barrykind> 'Here's The Real State Of The Union...': Trump Responds To Biden's 2023 ...  https://t.co/LgGHsCVA6X via @YouTube
",barrykind heres the real state of the union trump responds to bidens via,0,0,0.0,neutral
"1623364703131996162 2023-02-08 16:54:40 +0000 <NumbersMean> @Fraudchisux @ColossusofNY Why couldn't Trump convince them to join the labor force before the pandemic?
",numbersmean why couldnt trump convince them to join the labor force before the pandemic,0,0,0.1179,positive
"1623666649005006850 2023-02-09 12:54:30 +0000 <gonzalezratili1> 'The Simpsons' predicted Donald Trump's 2024 presidential run in 2015  https://t.co/z8o3qGnvxS vía @nypost  no trump 2024 stop 👎🏻
",gonzalezratili the simpsons predicted donald trumps presidential run in vía no trump stop 👎🏻,0,1,-1.5267,negative
"1623352850620219397 2023-02-08 16:07:34 +0000 <ricitosdecobree> Llevo base por primera vez en años y siento que luzco flow Trump
",ricitosdecobree llevo base por primera vez en años y siento que luzco flow trump,0,0,0.0,neutral
"1623309917200195584 2023-02-08 13:16:58 +0000 <nnwajei> @SpeakerMcCarthy @SarahHuckabee Indict these traitors:  Indict Donald Trump Indict Ted Cruz Indict Josh Hawley Indict Kevin McCarthy Indict Lindsey Graham Indict Mo Brooks Indict Ron Johnson Indict Louis Gohmert. Indict Jim Jordan Indict Matt Gaetz Indict Lauren Boebert Indict MTG Indict Paul Gosar   Retweet
",nnwajei indict these traitors indict donald trump indict ted cruz indict josh hawley indict kevin mccarthy indict lindsey graham indict mo brooks indict ron johnson indict louis gohmert indict jim jordan indict matt gaetz indict lauren boebert indict mtg indict paul gosar retweet,0,0,0.0,neutral
"1622967833218158593 2023-02-07 14:37:39 +0000 <AnarchistMary> @tedlieu Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1624013746711543808 2023-02-10 11:53:44 +0000 <Tlake8364> @GuntherEagleman Jerry rivers has never been a conservative or a Republican. He is a self-aggrandizing little man who thinks he is somethings that he’s not. He’s never been a viable journalist. He’s always been a troublemaker and I hate monger. He claims he was Donald Trump friend but he wasn’t
",tlake jerry rivers has never been a conservative or a republican he is a selfaggrandizing little man who thinks he is somethings that he’s not he’s never been a viable journalist he’s always been a troublemaker and i hate monger he claims he was donald trump friend but he wasn’t,0,0,-0.3071,negative
"1623414869398630407 2023-02-08 20:14:01 +0000 <MJWilliams1975> @islivingston Doesn't matter if he can't win the Trump cult. These people will not vote for DeSantis, no matter how much he tries to appease them.   I mean an entire family killed themselves because they couldn't accept Trump wasn't POTUS.   https://t.co/y632M5cLSk
",mjwilliams doesnt matter if he cant win the trump cult these people will not vote for desantis no matter how much he tries to appease them i mean an entire family killed themselves because they couldnt accept trump wasnt potus,0,0,-0.8751,negative
"1623323101982347265 2023-02-08 14:09:22 +0000 <PEDANTICSLUT> imagining trump wearing one of those tiny fjallraven backpacks
",pedanticslut imagining trump wearing one of those tiny fjallraven backpacks,0,0,0.0,neutral
"1623411946836951041 2023-02-08 20:02:24 +0000 <SavageRover> @LiberalHivemind I just want a person to get into office and do what's right for our country! Im voting trump! But it desantis beats him, I hope he shares the same values as trump! And does right for his country!
",savagerover i just want a person to get into office and do whats right for our country im voting trump but it desantis beats him i hope he shares the same values as trump and does right for his country,0,0,0.8847,positive
"1623689115484012551 2023-02-09 14:23:46 +0000 <SharonR13797613> @The_Trump_Train @DollyD2022 Totally agree with that 👍🏽
",sharonr totally agree with that 👍🏽,1,0,1.4201,positive
"1623998115702530048 2023-02-10 10:51:37 +0000 <HeavenUdumbara> Shinzo Abe's Memoir Reveal Xi as ""Realist"" and Trump ""Unpredictable""  https://t.co/l97cTpBotm
",heavenudumbara shinzo abes memoir reveal xi as realist and trump unpredictable,0,0,0.0,neutral
"1623330209142542337 2023-02-08 14:37:36 +0000 <ayzurea> @EuphoriTori Fruit = Trump
",ayzurea fruit trump,0,0,0.0,neutral
"1623341108414623746 2023-02-08 15:20:55 +0000 <DavidClark481> @thehill Oh how quick they forget when Trump was in office! Y’all acted like a bunch of 2 year olds put I. Time out
",davidclark oh how quick they forget when trump was in office y’all acted like a bunch of year olds put i time out,0,0,0.1531,positive
"1623288432629026816 2023-02-08 11:51:36 +0000 <JohnSamford5> @MeidasTouch @rklein7777 Repeatedly proven. No  Balloons from China under Trump.  In fact he warned us about China.  And Fauci LIED about the virus coming from "" the wet markets "".    Almost all educated virologists look at it and say,  "" Looks like it's man made... and made to attack man ""
",johnsamford repeatedly proven no balloons from china under trump in fact he warned us about china and fauci lied about the virus coming from the wet markets almost all educated virologists look at it and say looks like its man made and made to attack man,0,0,-0.7579,negative
"1623465313596542977 2023-02-08 23:34:27 +0000 <doxiedebbie> @joncoopertweets Got breaking news on this but didn’t put it up cause it was too confusing to me something about house interview’s Twitter  ex employee about Biden ,it backfired on them,it was trump doing it,can you explain it.don’t understand tech
",doxiedebbie got breaking news on this but didn’t put it up cause it was too confusing to me something about house interview’s twitter ex employee about biden it backfired on themit was trump doing itcan you explain itdon’t understand tech,0,0,-0.3291,negative
"1623377834768216066 2023-02-08 17:46:51 +0000 <DanDandyOne> @angrifrog @MaldonDonmal Because our great President Trump respected and put Americans FIRST! And Senile Joe puts everyone BUT Americans first!
",dandandyone because our great president trump respected and put americans first and senile joe puts everyone but americans first,0,0,0.5574,positive
"1623708568552722432 2023-02-09 15:41:04 +0000 <SavageRover> @XAVIAERD No where near as bad as nancy pelosi tearing up trumps speech
",savagerover no where near as bad as nancy pelosi tearing up trumps speech,0,0,-0.6908,negative
"1622978915122794500 2023-02-07 15:21:41 +0000 <Ulisse0672> @Diesira3 @FabioMangione4 Poi è arrivata anche la variante ""Donald"" con il quale oltre al progetto teocratico-lobbista-razzista-integralista, si è aggiunto il disprezzo per le istituzioni repubblicane. Da li, il ""semi-fascisteggiamento"".
",ulisse poi è arrivata anche la variante donald con il quale oltre al progetto teocraticolobbistarazzistaintegralista si è aggiunto il disprezzo per le istituzioni repubblicane da li il semifascisteggiamento,0,0,0.0,neutral
"1622986580209319936 2023-02-07 15:52:09 +0000 <angelica2959> Check out this listing I just found on #Poshmark: NWT Women’s Disney Store T-Shirt Size XS Minnie Mickey Goofy Pluto Donald Daisy.  https://t.co/BmJXc9x1Uh #shopmycloset @poshmarkapp
",angelica check out this listing i just found on poshmark nwt women’s disney store tshirt size xs minnie mickey goofy pluto donald daisy shopmycloset,0,0,0.0,neutral
"1623325542383779840 2023-02-08 14:19:03 +0000 <Vintagestuffrus> @WhiteHouse the only way for you to win 2024 - is dump every single thing u did from 2020 till now reverse it all and reinstate everything trump did then you will win without cheating anyone then add a huge raise for ssi disabled recipient's nationwide u dont need immigrants.
",vintagestuffrus the only way for you to win is dump every single thing u did from till now reverse it all and reinstate everything trump did then you will win without cheating anyone then add a huge raise for ssi disabled recipients nationwide u dont need immigrants,0,0,0.8813,positive
"1623326745314177024 2023-02-08 14:23:50 +0000 <FreedamHill> @The_Trump_Train Yes
",freedamhill yes,0,0,0.4019,positive
"1623336162424156161 2023-02-08 15:01:15 +0000 <DonnaHu06686110> BREAKING: DOJ makes SHOCKING Move on Trump Stolen Documents  https://t.co/GGNF9l47eU via @YouTube
",donnahu breaking doj makes shocking move on trump stolen documents via,0,0,-0.7096,negative
"1622945588743442436 2023-02-07 13:09:15 +0000 <anghelides> RT article admits that “Siegfried” and “Tristan” are pseudonyms [for Donald and Brian Sinclair] but not that Herriot was really Alf [James Alfred Wight] and wife “Helen” was Joan.  Pseudonyms required because RCVS forbade vets advertising.  [Photo from Herriot museum in Thirsk.]  https://t.co/wZyvHIi9MX
",anghelides rt article admits that “siegfried” and “tristan” are pseudonyms for donald and brian sinclair but not that herriot was really alf james alfred wight and wife “helen” was joan pseudonyms required because rcvs forbade vets advertising photo from herriot museum in thirsk,0,0,0.1531,positive
"1623378080889769996 2023-02-08 17:47:50 +0000 <NumbersMean> @douglasbpierce @ShelleyHyytine2 @MeghanMcCain No I'm talking about prepandemic under Trump.
",numbersmean no im talking about prepandemic under trump,0,0,-0.296,negative
"1622974622609076225 2023-02-07 15:04:38 +0000 <jordandelugo> @LockedNLoaded99 @TallJagsFan Lol idk about the Aaron Donald talk but I hear you. I don’t think starting Arden is a step in the right direction. Perfect pass rush specialist here imo.
",jordandelugo lol idk about the aaron donald talk but i hear you i don’t think starting arden is a step in the right direction perfect pass rush specialist here imo,0,0,0.775,positive
"1623325647673208833 2023-02-08 14:19:28 +0000 <laurenrab_> @DennisM51140075 @pennieholton @The_Trump_Train Did you know that Texas has filed TEN anti-trans bills in the last two months? There are anti-trans bills popping up everywhere in the south. These are bills being introduced to hurt trans people.  I don't see any proposed bills trying to erase YOUR identity. Learn some empathy.
",laurenrab did you know that texas has filed ten antitrans bills in the last two months there are antitrans bills popping up everywhere in the south these are bills being introduced to hurt trans people i dont see any proposed bills trying to erase your identity learn some empathy,0,0,-0.5267,negative
"1623398317786030081 2023-02-08 19:08:14 +0000 <niker_monkey> JOE BIDEN MAGICALLY PIVOTS TO TRUMP POLICIES, ALL OF WHICH HE CANCELLED WHEN TAKING OFFICE … lol
",nikermonkey joe biden magically pivots to trump policies all of which he cancelled when taking office … lol,0,0,0.2023,positive
"1623716940974891010 2023-02-09 16:14:20 +0000 <hornsyee> @F1Barstool he literally captioned a post “make america great again”, put trumo stuff on his story, and his family is involved in international-level bribery and is trump-supporting
",hornsyee he literally captioned a post “make america great again” put trumo stuff on his story and his family is involved in internationallevel bribery and is trumpsupporting,0,0,0.6249,positive
"1623709487856070656 2023-02-09 15:44:43 +0000 <lilstuffParsons>  https://t.co/UMcuf6Z3BO  Mace also took aim at former President Donald Trump and Rep. Matt Gaetz (R-Fla.) during a Washington Press Club Foundation dinner.
",lilstuffparsons mace also took aim at former president donald trump and rep matt gaetz rfla during a washington press club foundation dinner,0,0,0.0,neutral
"1623294726907777024 2023-02-08 12:16:36 +0000 <91_not_a_sky> @hlr_mdms TRUMPとLILIUMはよくTLで名前を見ます！ なるほど円盤なくても見る手段があるんですね(°∀°) ちなみにお時間って各どれくらいでしょうか……？
",notasky trumpとliliumはよくtlで名前を見ます！ なるほど円盤なくても見る手段があるんですね°∀° ちなみにお時間って各どれくらいでしょうか……？,0,0,0.0,neutral
"1623996395140296705 2023-02-10 10:44:47 +0000 <DucatiAZ> @LalitoElGringo @SaltySeaFl @Johnmcurtis @Tr00peRR There were peace talks and the US stopped them. This is all about collecting money. Trump shut down their Afghanistan money grab, so this was our congress and senates next best cash siphon. We are all being played.
",ducatiaz there were peace talks and the us stopped them this is all about collecting money trump shut down their afghanistan money grab so this was our congress and senates next best cash siphon we are all being played,0,0,0.8481,positive
"1622933404085030913 2023-02-07 12:20:50 +0000 <d_account0106> Tokyo DisneySea Mermaid Lagoon Theater 【Donald / Daisy / Pluto】  マーメイドラグーンシアターでのグリーティングが2月28日で終了😭 きっとキング・トリトンのコンサートしてドナルド達とはまたフリグリで会えるよね！  https://t.co/0KpKQbSmu2
",daccount tokyo disneysea mermaid lagoon theater 【donald daisy pluto】 マーメイドラグーンシアターでのグリーティングが月日で終了😭 きっとキング・トリトンのコンサートしてドナルド達とはまたフリグリで会えるよね！,0,1,-1.0,negative
"1622915971500453888 2023-02-07 11:11:34 +0000 <EsplorareTravel> @NJBearsFan Aaron Donald went 1 pick before bears; at 7 Will Anderson, Carter and Murphy are gone. If you could drop back twice or if Colts gave 4th pick, 2nd, 3rd and Pittman and still get 1 of the trinity...?
",esploraretravel aaron donald went pick before bears at will anderson carter and murphy are gone if you could drop back twice or if colts gave th pick nd rd and pittman and still get of the trinity,0,0,-0.2732,negative
"1622967186733305858 2023-02-07 14:35:05 +0000 <AnarchistMary> @maziehirono Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1622960173185904645 2023-02-07 14:07:13 +0000 <Haniffa70676853> Gilbert Stuart Donald McDonald #快钱 #网赚  https://t.co/Kk6uTO4Qq7
",haniffa gilbert stuart donald mcdonald 快钱 网赚,0,0,0.0,neutral
"1624017751651106817 2023-02-10 12:09:39 +0000 <kevinconner66> @The_Trump_Train Not one thing has he done for we the people
",kevinconner not one thing has he done for we the people,0,0,0.0,neutral
"1623271093220909056 2023-02-08 10:42:42 +0000 <Lekamea55> 'Here's The Real State Of The Union...': Trump Responds To Biden's 2023 ...  https://t.co/7JaecOlLZ9 via @YouTube
",lekamea heres the real state of the union trump responds to bidens via,0,0,0.0,neutral
"1623328251333451777 2023-02-08 14:29:49 +0000 <S1962W> @AliaSonambula AND IN 1999 JACKSON PRAISED TRUMP FOR ALWAYS HELPING THE BLACK COMMUNITIES!!
",sw and in jackson praised trump for always helping the black communities,0,0,0.6597,positive
"1623705557747249152 2023-02-09 15:29:06 +0000 <_donaldtrump4_5> Give me a thumbs up if you LOVE President Trump!!❤👍  #PresidentTrump  https://t.co/91R7AHn8Hb
",donaldtrump give me a thumbs up if you love president trump❤👍 presidenttrump,1,0,1.6369,positive
"1622916532484415490 2023-02-07 11:13:48 +0000 <micha_puzak> @donald_PL_ Nie płacących szefów powinno się publicznie wysmarować smoła i pierzem.
",michapuzak nie płacących szefów powinno się publicznie wysmarować smoła i pierzem,0,0,0.0,neutral
"1623710781610299392 2023-02-09 15:49:52 +0000 <cbrolaw> ⬇️  GOP fundraiser unloads on Trump: 'A metastasizing cancer' who will 'destroy the party'  https://t.co/oOM9uHYzuU
",cbrolaw ⬇️ gop fundraiser unloads on trump a metastasizing cancer who will destroy the party,0,0,-0.7351,negative
"1624013656982953986 2023-02-10 11:53:23 +0000 <PissedTom> Pence receives subpoena from prosecutors examining Trump’s Jan. 6 role  https://t.co/deVCgSR8JO
",pissedtom pence receives subpoena from prosecutors examining trump’s jan role,0,0,0.0,neutral
"1623375595445882902 2023-02-08 17:37:57 +0000 <KathyNature> When traitor trump with his cult followers &amp; Putin was helping then - all kind of trash came in-to answers your questions  -Absolutely 100%!!!
",kathynature when traitor trump with his cult followers amp putin was helping then all kind of trash came into answers your questions absolutely,0,0,0.296,positive
"1623704993944461315 2023-02-09 15:26:52 +0000 <Lww2018_20_23> Lawrence: Chrissy Teigen’s description of Trump was heard in a House hea...  https://t.co/IOXY9i3wWO via @YouTube
",lww lawrence chrissy teigen’s description of trump was heard in a house hea via,0,0,0.0,neutral
"1622999841533206528 2023-02-07 16:44:50 +0000 <Julian82253113> Agatha Kit Donald Hardy Regan Wilhelmina #长沙  https://t.co/ksr6fhqeB8
",julian agatha kit donald hardy regan wilhelmina 长沙,0,0,0.4019,positive
"1622934165669785602 2023-02-07 12:23:52 +0000 <crackth3skye> @Michael60942740 @BracketeersThe @quiethandfilms @DonnySutherland Donald Sutherland is my new favorite answer to this question.
",crackthskye donald sutherland is my new favorite answer to this question,0,0,0.4588,positive
"1623280368085266436 2023-02-08 11:19:33 +0000 <ArthusTozzi> @rafacarrilhor Óbvio, biden é um bunda rachada assim como Barack. E mesmo com Trump a terceira guerra vai explodir. O estopim será Coreia do Norte!
",arthustozzi óbvio biden é um bunda rachada assim como barack e mesmo com trump a terceira guerra vai explodir o estopim será coreia do norte,0,0,0.0,neutral
"1622991727593136129 2023-02-07 16:12:36 +0000 <yaziyordedikya> @pelbug @Usagidoodles @stanofyato @DecathlonTurkey Izin verilmediğini neden paylaşmıyorlar? Benim gördüğüm firmalar MC Donald's decathlon sadece yardımları ulaştıracağız yazdılar. Neden yardımları paylaşmıyorlar?
",yaziyordedikya izin verilmediğini neden paylaşmıyorlar benim gördüğüm firmalar mc donalds decathlon sadece yardımları ulaştıracağız yazdılar neden yardımları paylaşmıyorlar,0,0,0.0,neutral
"1622911549101809664 2023-02-07 10:54:00 +0000 <AmericanVoice14> Donald Trump Had Major Florida Endorsement   https://t.co/jDtd1YRybO
",americanvoice donald trump had major florida endorsement,0,0,0.3182,positive
